Region,Type,Nature,Highest Price Month,Lowest Price Month,Highest Price,Lowest Price
Sfax,Bureau,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Oued Laya,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Chotrana 3,Duplex,Location,April,April,452863.02206265694,310308.0805972307
Cite De La Gare,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Merkez El Alia,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Mohamadia,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Chamine,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cite El Wafa,Bureau,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite El Kornich,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Cite De La Plag,Surfaces,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Oued Ellil,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Boucha,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
El Haouaria,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Zrig,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Fayedh,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Monfleury,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Chaabet El Mrez,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Menzel Temime,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Hammam El Gheza,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Le Kram,App. 1 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
El Menzah 6,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Ettahrir 1,App. 3 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Bou Zaria,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Feriana,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Hammam Sousse G,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Khezama Ouest,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Cite Mohamed Al,App. 1 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Menzah 9,Bureau,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Sidi Salah,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Cite El Ghazala,Duplex,Location,April,May,452863.02206265694,274550.28580589977
Delaiel El Arou,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
Cherifate,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Hedi Chaker,Autre,Location,April,May,452863.02206265694,274550.28580589977
El Maamoura,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Ouled Yaneg,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Bir El Kassaa,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bir El Kassaa,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Des Enseig,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite El Hidhab,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Bir Ali Ben Khe,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Baten Zammour,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Ghomrassen,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Zone urbaine no,Autre,Vente,April,May,452863.02206265694,274550.28580589977
Bab El Assel,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite Hedi Nouir,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Village Mediter,App. 3 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
El Battan,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
El Brarja,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Denden,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Bajou,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
El Menzah 1,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Cite Bougatfa 2,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sakiet Ezzit,App. 1 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Sidi Fathallah,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Amaiem,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
Cite El Mahraje,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Sidi Jedidi,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
Cite El Khadra,App. 1 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Beja,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Tataouine,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Chotrana 2,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Ville Sportive,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Mtorrech,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Hammam El Gheza,Maisons,Location vacance,April,May,452863.02206265694,274550.28580589977
Hammam El Gheza,App. 4 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Bir Salah,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Sousse Khezama,Surfaces,Location,April,May,452863.02206265694,274550.28580589977
Cite Bir Remel,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Seltene,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
El Yasminette,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Ain Zaghouan,App. 2 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Rades Meliane,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Raoued,Surfaces,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Harithine,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Panorama,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Le Kram,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Bou Ali,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Zone urbaine no,App. 5 pièc,Location,April,May,452863.02206265694,274550.28580589977
Jardins de Cart,Surfaces,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Mornag,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Borj Louzir,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Cite Hedi Nouir,App. 4 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite De La Sant,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Le Bardo,App. 5 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Mutuelle Ville,App. 3 pièc,Partage,April,April,452863.02206265694,310308.0805972307
Cite Sahloul,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Korba,App. 3 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Mlichette,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Rafraf,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Le Bardo,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
El Manar 1,Maisons,Location,April,May,452863.02206265694,274550.28580589977
Aousja,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Ain Zaghouan,App. 3 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Bab El Jebli,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sidi Daoud,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
Sminja,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
Cite El Khadra,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Lakagnia,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Hedi Chaker,Surfaces,Location,April,May,452863.02206265694,274550.28580589977
Salakta,App. 5 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Omrane,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
La Goulette,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Bou Mhel,App. 2 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Oued Laya,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Oued Ellil,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Cite El Khadra,Maisons,Partage,April,April,452863.02206265694,310308.0805972307
Cite El Afrane,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Marsa Ennassim,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Lakagnia,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Aouina,Gérance lib,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Lakagnia,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Zaghouan,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Jougar,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Ajim,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Chaabet El Mrez,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Meghira Centre,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
Jedaida,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
Megrine Jaouhar,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Oued Ellil,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Sfax,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Mahboubine,Maisons,Location vacance,April,April,452863.02206265694,310308.0805972307
Cite Erriadh,App. 2 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Sidi Daoud,Autre,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Jendouba Nord,Autre,Location,April,April,452863.02206265694,310308.0805972307
Cite El Moustak,Fond de Com,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
El Fejja,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
El Aouina,Duplex,Location,April,May,452863.02206265694,274550.28580589977
El Ain,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Cite Jardins,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite El Mechtel,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
El Gobba,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Tantana,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Cite Ennasr,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bab Saadoun,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Hergla,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Cite Essalem,App. 3 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bou Kornine,App. 1 pièc,Location,April,April,452863.02206265694,310308.0805972307
Khezama Ouest,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Tebourba,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Salambo,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Sfax,App. 5 pièc,Location,April,April,452863.02206265694,310308.0805972307
Sakiet Eddaier,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Cite El Behi La,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Cite Taieb Mhir,Duplex,Vente,April,April,452863.02206265694,310308.0805972307
Fouchana,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
El Sabaghine,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Cite El Khalil,Terrain nu,Terrain,April,May,452863.02206265694,274550.28580589977
El Mourouj,Bureau,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Cite Bejoua 2,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Msaken,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Aeroport Tunis,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Cite El Mahraje,Bureau,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Hammamet,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Montplaisir,Maisons,Vente,April,May,452863.02206265694,274550.28580589977
Cite Du Stade,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Chotrana 1,Gérance lib,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Mohamadia,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Ksar Said,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Rades Plage,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Ain Tourkia,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Bir El Mellouli,Terrain agr,Terrain,April,May,452863.02206265694,274550.28580589977
Dahmani,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Goubellat,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Bou Garnine,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Tebourba,Surfaces,Vente,April,May,452863.02206265694,274550.28580589977
Cartage Byrsa,Surfaces,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Bou Krim,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Bou Kornine,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Dar Fadhal,Duplex,Location,April,May,452863.02206265694,274550.28580589977
El Menzah 8,App. 4 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Menzah 8,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
El Yasminette,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Bou Mhel,Duplex,Location,April,April,452863.02206265694,310308.0805972307
Cite El Habib,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Cite De La Sant,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Du Stade,App. 2 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Ain Zaghouan,App. 4 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Marsa Safsaf,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Zone Hoteliere,App. 3 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
Cite El Khalij,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Ghar El Melh,Autre,Vente,April,April,452863.02206265694,310308.0805972307
Habbana 2,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Hammam Bourguib,Maisons,Vente,April,April,452863.02206265694,310308.0805972307
Chatt Essalem,Atelier,Bureaux & Commer,April,April,452863.02206265694,310308.0805972307
Bou Mhel,Autre,Location,April,May,452863.02206265694,274550.28580589977
Bejaoua 2,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Le Kram,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Habib Thameur,Bureau,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Ezzahra,App. 4 pièc,Location,April,May,452863.02206265694,274550.28580589977
Cite El Amel,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Jardins d'el Me,App. 2 pièc,Vente,April,May,452863.02206265694,274550.28580589977
Aousja,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
Sidi Bahri,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
Bab Bhar,Maisons,Location,April,April,452863.02206265694,310308.0805972307
Ben Arous Sud,App. 2 pièc,Location,April,April,452863.02206265694,310308.0805972307
El Menzah 9,Surfaces,Location,April,April,452863.02206265694,310308.0805972307
Cite Ennouzha,App. 2 pièc,Location,April,May,452863.02206265694,274550.28580589977
Kheireddine,App. 2 pièc,Location vacance,April,April,452863.02206265694,310308.0805972307
Cite Chragui,Terrain agr,Terrain,April,April,452863.02206265694,310308.0805972307
El Menzah 7,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Kheireddine,App. 3 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Kheireddine Pac,App. 2 pièc,Vente,April,April,452863.02206265694,310308.0805972307
Tunis Belvedere,Surfaces,Bureaux & Commer,April,May,452863.02206265694,274550.28580589977
Cite El Gouabsi,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
Cite Nouvelle,Terrain nu,Terrain,April,April,452863.02206265694,310308.0805972307
El Fahs,Surfaces,Vente,April,April,452863.02206265694,310308.0805972307
Marsa Erriadh,App. 2 pièc,Location vacance,April,May,452863.02206265694,274550.28580589977
